movie_name,movie_date,score,genre,movie_status,ori_lang,budget,revenue,country
100 Feet,07-22-2008 ,55,"Horror, Thriller", Released, English,10000000,1415804,AU
I Give It a Year,02-21-2013 ,55,"Comedy, Romance", Released, English,8659000,29128433,AU
Greedy,04-21-1994 ,62,Comedy, Released, English,12040000,13145977,AU
Sitsit,10-31-2020 ,80,Horror, Released, Tagalog,159000000,779821953,PH
Blame It on Rio,02-17-1984 ,57,"Comedy, Romance", Released, English,9000000,18644570,US
Tales from the Crypt,1972-09-03,69,Horror, Released, English,101400000,531683246,US
Goodbye Summer,07-25-2019 ,58,"Romance, Drama", Released, Korean,99400000,588699039,KR
"Hail, Caesar!",02-25-2016 ,59,"Comedy, Drama, Mystery", Released, English,22000000,64220196,AU
Marquis de Sade: Justine,1969-03-04,53,"Drama, Horror", Released, Italian,116800000,556369019,IT
About Last Night...,08-14-1986 ,62,"Comedy, Drama, Romance", Released, English,8500000,38702310,AU
The Silence of the Lambs,1991-09-05,83,"Crime, Drama, Thriller", Released, English,20000000,275726716,AU
The Jungle Book,12-23-1994 ,60,"Family, Adventure, Drama", Released, English,175000000,953535821,US
The Jungle Book,12-23-1994 ,60,"Family, Adventure, Drama", Released, English,27000000,44342956,US
Horsemen,2009-06-02,59,"Crime, Drama, Horror, Mystery, Thriller", Released, English,20000000,1017401,US
The Ron Clark Story,08-13-2006 ,74,"TV Movie, Drama", Released, English,141000000,559027462,US
Serial Rapist,1978-01-07,56,Crime, Released, Japanese,64000000,435606118,JP
Bangkok Dangerous,2010-12-07,52,"Action, Crime, Thriller", Released, English,45000000,46598133,AU
Once Upon a Time in China III,1993-11-02,65,Action, Released, Cantonese,37990000,27540561,HK
Mystery Men,01-13-2000 ,58,"Adventure, Fantasy, Action, Comedy, Science Fiction", Released, English,68000000,33462011,AU
Boss of Bosses,2001-03-06,57,Drama, Released, English,156600000,568184517,US
An Autumn Romance,2021-07-05,72,"Romance, Drama", Released, English,96200000,585750349,AU
Talk to Her,03-15-2002 ,76,"Drama, Romance", Released," Spanish, Castilian",5389600,64803131,ES
Marvel One-Shot: A Funny Thing Happened on the Way to Thor's Hammer,10-25-2011 ,69,"Science Fiction, Fantasy", Released, English,500000,257720413,US
Hysteria,2011-06-06,67,"Comedy, Romance", Released, English,14568000,9504139,GB
Fair Game,09-22-2010 ,65,"Drama, Thriller", Released, English,50000000,26097497,AU
StreetDance 3D,09-27-2010 ,65,"Music, Romance, Drama", Released, English,5773100,18144030,US
Edge of Darkness,01-29-2010 ,63,"Crime, Drama, Mystery, Thriller", Released, English,60000000,82812456,GB
Queen Margot,05-13-1994 ,73,"Drama, History, Romance", Released, French,4314524,1318578,FR
The Janes,2022-03-05,56,Documentary, Released, English,80300000,321306716,US
9to5: Days in Porn,08-24-2008 ,58,Documentary, Released, English,68500000,280052393,US
The Mimic,08-17-2017 ,64,"Horror, Thriller", Released, Korean,79000000,332257703,KR
Ring 2,01-23-1999 ,57,"Horror, Mystery, Science Fiction", Released, Japanese,6000000,31365000,JP
Sierra Burgess Is a Loser,2018-07-09,63,"Comedy, Drama, Romance", Released, English,100760000,558095583,AU
Shivers,1975-10-10,64,Horror, Released, English,179000,1000000,CA
Jakob the Liar,09-16-1999 ,66,"Comedy, Drama, History", Released, English,15000000,4956401,US
Go! The Unforgettable Party,11-15-2019 ,76,"Music, Family", Released," Spanish, Castilian",71800000,761546913,US
Ratchet & Clank,09-14-2016 ,58,"Action, Adventure, Animation, Family", Released, English,20000000,8821329,AU
Persuasion,2008-08-06,74,"Romance, Drama, TV Movie", Released, English,145000000,658691465,AU
Sissi,12-22-1955 ,74,"Comedy, Drama, Romance", Released, German,90000000,480423590,DE
Glorious,08-18-2022 ,59,"Horror, Fantasy, Comedy", Released, English,123000000,577803139,US
200 Pounds Beauty,12-14-2006 ,68,"Drama, Comedy, Romance", Released, Korean,4000000,257720413,KR
American Ultra,2015-09-09,61,"Comedy, Action", Released, English,28000000,30295028,AU
Outland,08-27-1981 ,64,"Science Fiction, Action", Released, English,16000000,17374595,GB
The Star Wars Holiday Special,11-17-1978 ,34,"Adventure, Family, Science Fiction", Released, English,54600000,329856761,US
Twilight,06-21-2019 ,69,"Animation, Drama", Released, Japanese,37000000,402278564,JP
Twilight,06-21-2019 ,69,"Animation, Drama", Released, Japanese,20000000,15055091,JP
Keanu,04-21-2016 ,61,"Action, Comedy, Crime", Released, English,15000000,20688141,AU
Ultraviolet,2006-03-03,52,"Science Fiction, Action, Thriller", Released, English,30000000,30962112,US
Kiss Kiss Bang Bang,2005-05-09,72,"Comedy, Crime, Mystery, Thriller", Released, English,15000000,15785148,AU
The Half of It,2020-01-05,71,"Comedy, Romance, Drama", Released, English,114140000,462887599,AU
Open Your Eyes,12-19-1997 ,75,"Drama, Thriller, Science Fiction", Released," Spanish, Castilian",2900000,370720,ES
As Tears Go By,1988-09-06,70,"Drama, Crime, Romance", Released, Cantonese,109200000,929478661,HK
My Sole Desire,2023-05-04,70,"Drama, Romance", Released, French,62200000,606036971,FR
Flypaper,08-19-2011 ,64,"Mystery, Comedy, Crime", Released, English,5000000,3142154,US
Class of 1984,10-28-1982 ,64,"Action, Crime, Drama, Thriller", Released, English,3250000,6965361,AU
The Marine 6: Close Quarters,11-13-2018 ,69,Action, Released, English,54600000,225671705,US
å¤§å­¦ç”Ÿå‡ºå·®æœåŠ¡,2019-08-08,0,, Released, Chinese,167540000,175269999,CN
K: Seven Stories Movie 1 - R:B - Blaze,2018-07-07,67,"Animation, Drama, Action", Released, Japanese,120040000,549268906,JP
The Immortal,2019-05-12,67,"Crime, Drama, Thriller", Released, Italian,72000000,318039059,IT
Cocoon: The Return,11-23-1988 ,66,"Comedy, Science Fiction", Released, English,17500000,25024919,US
Cabaret,02-13-1972 ,74,"Music, Drama, Romance", Released, English,6000000,140243886,US
Dogtanian and the Three Muskehounds,10-14-2021 ,68,"Animation, Comedy, Adventure, Family", Released," Spanish, Castilian",97400000,706693308,AU
The Trust,05-13-2016 ,51,"Crime, Thriller", Released, English,9000000,34144484,US
Thunderbirds,09-18-2004 ,49,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction", Released, English,55000000,28231444,AU
Death Ship,1980-05-06,54,"Adventure, Horror, Mystery, Thriller", Released, English,112200000,973467314,AU
Luigi's Mansion: A Nintendo Fan Film,2023-06-04,0,"Adventure, Fantasy, Family, Action", Released, English,100,1240262,US
The Lawnmower Man,1992-07-05,55,"Science Fiction, Horror", Released, English,10000000,32100816,AU
Hatchet II,2010-01-10,55,"Horror, Comedy, Thriller", Released, English,2500000,156190,US
Grounded: Making The Last of Us,06-14-2013 ,74,Documentary, Released, English,79500000,708023892,US
Wicked Minds,2003-01-03,63,"Mystery, Drama, Romance, Thriller", Released, English,174000000,333960611,US
Heavenly Creatures,1995-02-03,70,"Drama, Fantasy", Released, English,5000000,5438120,AU
You Again,2010-02-12,63,"Comedy, Romance", Released, English,20000000,32838945,AU
Timecop,11-24-1994 ,60,"Thriller, Science Fiction, Action, Crime", Released, English,28000000,102053581,AU
The Unbalanced,2023-06-04,0,Drama, Released, Slovak,174600000,175269999,SK
Murder Party,07-28-2022 ,50,"Comedy, Crime", Released, French,118400000,417538398,AU
Young Adult Matters,04-15-2021 ,59,Drama, Released, Korean,88000000,503089617,KR
Reasonable Doubt,01-17-2014 ,58,"Crime, Thriller", Released, English,8000000,49732359,US
Senseless,02-20-1998 ,61,"Comedy, Romance", Released, English,20846152,13035599,US
Undercover Brother,02-13-2003 ,58,"Action, Comedy", Released, English,25000000,40796145,AU
The Love Bug,02-22-1969 ,65,"Comedy, Family, Fantasy", Released, English,39800000,51264022,AU
Eraser: Reborn,2022-07-06,66,"Action, Crime, Thriller", Released, English,101000000,321357349,US
3000 Miles to Graceland,05-24-2001 ,58,"Action, Adventure, Comedy, Crime, Thriller", Released, English,62000000,18708848,AU
Taylor Swift: Reputation Stadium Tour,12-31-2018 ,83,Music, Released, English,123000000,597125772,US
My Dinner with Andre,1981-11-10,75,"Comedy, Drama", Released, English,475000,15063,US
The Beast of War,09-14-1988 ,71,"War, Drama", Released, English,49140000,275935083,US
Joyeux Noel,12-15-2005 ,74,"Drama, War, Romance, History", Released, French,22000000,17709155,AU
Kundun,06-18-1998 ,69,"Drama, History", Released, English,28000000,5686694,AU
PAW Patrol: The Mighty Movie,09-29-2023 ,0,"Animation, Family, Comedy", In Production, English,203940000,178359863,US
The Painted Veil,12-20-2006 ,72,"Romance, Drama", Released, English,19400000,15118795,US
Between Two Ferns: The Movie,09-20-2019 ,60,Comedy, Released, English,114200000,241031717,US
Madame,08-17-2017 ,60,"Drama, Comedy", Released, English,156000000,380494410,AU
Ice Princess,06-23-2005 ,64,"Family, Drama, Comedy", Released, English,25000000,25732334,AU
Half Past Dead,11-15-2002 ,53,"Crime, Action, Thriller", Released, English,25000000,19233280,AU
Ð¯ Ñ…Ð¾Ñ‡Ñƒ! Ð¯ Ð±ÑƒÐ´Ñƒ!,2023-06-04,0,"Comedy, Romance", Released, Russian,264940000,178359863,RU
SECTION 306 IPC,2023-06-04,0,, Released, Malayalam,167540000,175269999,IN
Delicatessen,04-17-1991 ,73,"Comedy, Science Fiction, Fantasy", Released, French,4000000,1794187,FR
Live,2023-06-04,0,Drama, Released, Russian,174600000,175269999,RU
Poison Ivy: The New Seduction,05-20-1997 ,48,"Thriller, Romance, Drama", Released, English,119000000,937727044,US
Homunculus,04-22-2021 ,60,"Drama, Thriller", Released, Japanese,134200000,264583011,AU
Tony Hawk: Until the Wheels Fall Off,2022-12-03,74,Documentary, Released, English,79500000,708023892,US
Ruthless People,09-25-1986 ,66,Comedy, Released, English,11000000,71600000,AU
Gintama 2: Rules Are Made To Be Broken,09-13-2018 ,73,"Comedy, Action, Science Fiction, Fantasy", Released, Japanese,89800000,412837602,AU
St. Trinian's,03-27-2008 ,59,"Comedy, Family, Science Fiction", Released, English,22620000,29066681,AU
Sweet November,2003-12-04,69,"Drama, Romance", Released, English,40000000,65754228,AU
The Experiment,2001-07-03,74,"Drama, Thriller", Released, German,830001,13782896,DE
Road to Emmaus,03-31-2010 ,66,"Drama, TV Movie", Released, English,250000,244880940,US
Body Cam,05-19-2020 ,63,"Horror, Thriller, Mystery", Released, English,146000000,285047855,US
Female Convict 101: Suck,1977-06-08,50,, Released, Japanese,163600000,812667214,JP
Safe Haven,02-28-2013 ,72,"Romance, Thriller", Released, English,28000000,94050951,AU
Ana and Bruno,2017-01-09,77,"Animation, Adventure, Family", Released," Spanish, Castilian",90000000,750577016,MX
Reno 911!: Miami,02-23-2007 ,58,"Action, Comedy, Crime", Released, English,10000000,21851362,US
Deck the Halls,11-23-2006 ,55,"Comedy, Family", Released, English,51000000,46815807,AU
The Invisible Guardian,2017-03-03,65,Thriller, Released," Spanish, Castilian",5000000,227481689,ES
Jackie,2017-04-01,64,Drama, Released, English,9000000,36588512,AU
The Call of the Wild: Dog of the Yukon,06-22-1997 ,74,"Adventure, Drama, Family, TV Movie", Released, English,149000000,211405561,US
Paradise Hills,2020-05-02,60,"Fantasy, Science Fiction, Thriller", Released, English,6000000,33100520,AU
2046,2005-03-02,72,"Drama, Science Fiction, Romance", Released, Chinese,12000000,19278598,AU
Anomalisa,12-30-2015 ,71,"Animation, Drama, Romance, Comedy", Released, English,8000000,5706168,US
The Rocker,08-20-2008 ,60,"Comedy, Music", Released, English,15000000,8767338,US
Early Man,03-19-2018 ,62,"Family, Comedy, Animation, Adventure", Released, English,50000000,45285890,AU
Rising Sun,10-28-1993 ,61,"Action, Drama, Thriller", Released, English,40000000,107198790,AU
The Flowers of Evil,09-27-2019 ,68,"Drama, Romance, Thriller", Released, Japanese,51571600,601885748,JP
The Picture of Dorian Gray,1945-01-03,70,"Drama, Fantasy, Thriller, Horror", Released, English,139000000,620873838,US
Antitrust,04-24-2001 ,60,"Action, Crime, Drama", Released, English,30000000,17865209,AU
Elizabethtown,10-14-2005 ,62,"Comedy, Drama, Romance", Released, English,54000000,50719373,US
The Green Inferno,1988-01-05,47,"Adventure, Comedy", Released, Italian,1000000,12931420,IT
The Getaway,12-13-1972 ,71,"Action, Crime, Thriller", Released, English,3352254,36734619,US
Lost Girls,01-28-2020 ,61,"Drama, Mystery, Thriller, History", Released, English,177000000,496777059,US
Keep Watching,10-31-2017 ,51,"Thriller, Horror, Drama", Released, English,119800000,442417438,US
Disconnect,2013-12-08,71,"Drama, Thriller", Released, English,10000000,3428048,AU
Collision Earth,03-24-2011 ,62,"Action, Science Fiction, TV Movie", Released, English,105400000,566928127,US
Rec,12-13-2022 ,25,"Horror, Crime, Mystery, Thriller, Drama", Released, English,9541040,38139010,GB
The Best of Enemies,2019-05-04,74,"Drama, History", Released, English,10000000,10268749,US
Sniper: Legacy,09-30-2014 ,59,"Thriller, Action", Released, English,106200000,461470455,US
Balloon,06-27-2019 ,75,"Drama, History, Thriller", Released, German,5501524,11859396,AU
Phineas and Ferb: Mission Marvel,08-16-2013 ,65,"Animation, Family, Comedy", Released, English,135000000,566629667,US
Time to Hunt,2020-10-04,72,"Drama, Action, Thriller", Released, Korean,9070000,117712286,KR
The People Under the Stairs,1992-09-04,66,"Horror, Mystery", Released, English,6000000,31347154,AU
This Is Spinal Tap,03-27-1985 ,75,"Music, Comedy", Released, English,2500000,4736202,AU
Dance of the Forty One,11-17-2021 ,79,"Drama, History", Released," Spanish, Castilian",87800000,714110671,BR
Scrooge,12-14-1951 ,74,"Fantasy, Drama", Released, English,71200000,545002797,AU
One Missed Call,2003-03-11,61,"Horror, Mystery", Released, Japanese,20000000,44513466,JP
Bula,2022-02-09,68,"Thriller, Horror", Released, Tagalog,110171600,385808420,PH
The Final Cut,10-15-2004 ,60,"Drama, Mystery, Science Fiction, Thriller", Released, English,7778800,548039,US
BloodRayne,10-22-2005 ,42,"Action, Fantasy, Horror", Released, English,25000000,3711633,US
Super Troopers 2,04-19-2018 ,59,"Comedy, Crime, Mystery", Released, English,13500000,31966740,AU
The Red Violin,1999-09-04,74,"Drama, Thriller, Mystery, Music, Romance", Released, French,18000000,9495408,GB
Tyson,05-16-2008 ,68,"Documentary, Drama", Released, English,111440000,434220853,US
First Kill,07-21-2017 ,57,"Action, Thriller, Crime", Released, English,10000000,4606336,US
King of Comedy,02-13-1999 ,72,"Comedy, Drama, Romance", Released, Cantonese,24440400,2984,HK
A Conspiracy of Faith,2016-03-03,70,"Crime, Drama, Mystery, Thriller", Released, Danish,5210000,5900000,DK
Animal Kingdom,2010-03-06,68,"Crime, Drama", Released, English,4200000,8078683,AU
The Golden Lotus: Love and Desire,1991-09-05,48,"Drama, Romance", Released, Chinese,104000000,665830147,HK
Devil Hunter,1981-01-01,43,Horror, Released," Spanish, Castilian",87600000,817860944,ES
The Court Jester,2000-01-01,73,"Music, Action, Adventure, Comedy, Family", Released, English,4000000,129201400,AU
Origin: Spirits of the Past,03-30-2007 ,70,"Science Fiction, Adventure, Animation, Drama, Fantasy, Romance, Action", Released, Japanese,84140000,760201610,AU
With Aunt It's Not a Sin,12-23-1980 ,61,Comedy, Released, Italian,150600000,414413080,IT
Suicide Forest Village,2021-05-02,68,"Horror, Mystery, Drama", Released, Japanese,143200000,412282866,JP
The Odd Life of Timothy Green,2012-12-10,70,"Fantasy, Drama, Comedy, Family", Released, English,40000000,55249159,AU
The Killing,04-30-2013 ,77,"Crime, Drama, Thriller", Released, English,320000,58394717,AU
Ammonite,01-14-2021 ,71,"Romance, Drama", Released, English,25874800,1396905,AU
My Week with Marilyn,11-23-2011 ,67,"Drama, Romance", Released, English,10000000,34240572,US
The Beguiled,03-31-1971 ,70,"Drama, Thriller, War", Released, English,10000000,28039038,US
Delusions of Grandeur,1971-08-12,75,"Comedy, History", Released, French,100200000,196117327,FR
Sideways,11-16-2004 ,71,"Comedy, Drama, Romance", Released, English,17000000,109726800,AU
Amateur,2018-06-04,65,Drama, Released, English,95600000,305560368,US
Seal Team Eight: Behind Enemy Lines,03-18-2014 ,60,"Action, War, Drama", Released, English,78000000,352939036,US
Boys Don't Cry,10-22-1999 ,74,"Crime, Drama", Released, English,2000000,20741000,US
Mira,03-29-2016 ,0,Documentary, Released, English,241940000,175269999,US
My Mother is a Belly Dancer,2006-11-09,0,Drama, Released, Cantonese,174600000,175269999,HK
Soul Men,2008-07-11,62,"Comedy, Music", Released, English,40000000,12345883,US
Machuca,02-24-2004 ,77,Drama, Released," Spanish, Castilian",1500000,3187700,US
Temptation Summary,11-15-1990 ,25,Drama, Released, Cantonese,12001040,38139010,HK
United 93,08-17-2006 ,71,"Drama, History, Crime, Thriller, Action", Released, English,18000000,77635035,AU
Concussion,2015-12-11,71,"Drama, History", Released, English,35000000,50363790,AU
Emergency,05-20-2022 ,61,"Comedy, Drama, Thriller", Released, English,107000000,328477258,US
Table 19,2017-10-04,60,"Comedy, Drama", Released, English,5000000,4620399,AU
Men in Hope,08-25-2011 ,75,"Comedy, Romance", Released, Czech,1130710,6638849,CZ
Weekend at Bernie's,03-15-1990 ,64,"Comedy, Crime", Released, English,6500000,30218387,AU
The Glass House,09-14-2001 ,59,"Drama, Thriller", Released, English,22000000,22861785,US
Mank,11-19-2020 ,68,"Drama, History", Released, English,25000000,122252,AU
Torrente 2: Mission in Marbella,03-30-2001 ,60,"Comedy, Crime", Released," Spanish, Castilian",100000000,328724751,ES
Switch,1991-10-05,60,"Fantasy, Comedy", Released, English,10400000,15545943,US
Ajin: Demi-Human â€“ Compel,11-27-2015 ,72,"Animation, Action, Thriller", Released, Japanese,107400000,531422530,JP
Billy & Mandy's Big Boogey Adventure,03-30-2007 ,77,"Adventure, Comedy, Animation, TV Movie", Released, English,122200000,419817708,US
Lord of Illusions,08-25-1995 ,60,"Horror, Fantasy", Released, English,87600000,246215896,US
Legends of Oz: Dorothy's Return,2014-09-05,64,"Animation, Family, Fantasy", Released, English,70000000,18662027,US
Last Night,2011-06-05,61,"Drama, Romance", Released, English,7000000,7644937,US
Bosomy Mom 2,05-27-2020 ,35,Romance, Released, Korean,47270000,329856761,KR
Ghajini,12-25-2008 ,70,"Action, Romance, Thriller", Released, Hindi,9100000,76000000,IN
Kung Fu Dunk,2008-07-02,57,"Action, Adventure, Comedy", Released, Chinese,10000000,22896728,HK
Welcome Home Roscoe Jenkins,2008-08-02,61,"Comedy, Drama", Released, English,27500000,43607627,US
Milk Money,08-31-1994 ,64,"Comedy, Romance", Released, English,38425000,18137661,US
Hell House LLC,10-16-2015 ,65,"Horror, Mystery, Thriller", Released, English,28600000,506597405,US
Mulholland Falls,04-26-1996 ,59,"Drama, Mystery, Thriller, Crime", Released, English,8810000,11526099,US
Kicking & Screaming,2005-11-08,58,"Family, Comedy", Released, English,45000000,56070433,AU
Compulsion,11-19-2016 ,48,"Thriller, Horror, Fantasy", Released, English,117000000,904907413,US
Money Train,11-23-1995 ,59,"Action, Comedy, Crime", Released, English,68000000,77224232,AU
Kelly's Heroes,1970-10-09,74,"Adventure, Comedy, War", Released, English,4000000,5200000,AU
Pay the Ghost,09-25-2015 ,54,Horror, Released, English,3280018,2160298,US
Jessabelle,2014-07-11,54,"Thriller, Horror", Released, English,10000000,6998359,US
Sapphire Blue,08-14-2014 ,72,"Fantasy, Romance, Science Fiction, Drama, Adventure, Family, Action", Released, German,26198000,5188128,DE
Son of Rambow,01-22-2007 ,67,Comedy, Released, English,4913400,10871449,AU
Sleepaway Camp,11-18-1983 ,63,Horror, Released, English,350000,11000000,US
Trees of Peace,2021-01-04,74,Drama, Released, English,67800000,653988016,US
Senna,2010-02-11,81,"Documentary, History", Released, English,2069753,8212430,AU
Metro,1997-06-02,57,"Action, Adventure, Comedy, Crime, Thriller", Released, English,55000000,31987563,AU
Bholaa,03-30-2023 ,80,"Action, Adventure, Crime", Released, Hindi,75000000,361163020,IN
The Jacket,2005-04-03,69,"Thriller, Mystery, Drama, Science Fiction, Fantasy", Released, English,28500000,15452978,US
Pizza Dare 2,05-22-2020 ,35,Romance, Released, Korean,47270000,329856761,KR
Rules Don't Apply,11-23-2016 ,58,"Romance, Comedy, Drama", Released, English,25000000,3885342,US
Soapdish,05-31-1991 ,62,Comedy, Released, English,20200000,36489888,US
All Is Lost,08-23-2013 ,66,"Action, Adventure, Drama", Released, English,9000000,6108720,AU
Agatha and the Truth of Murder,12-23-2018 ,62,"Drama, Mystery", Released, English,11480241,77542,US
Private Parts,1997-07-03,65,"Comedy, Drama", Released, English,28000000,41230799,US
True Grit,1969-11-06,74,Western, Released, English,35000000,252276928,US
Paterson,06-14-2016 ,71,Drama, Released, English,5000000,10727536,AU
Serial (Bad) Weddings,04-16-2014 ,67,Comedy, Released, French,13000000,176404493,FR
City Hall,1996-09-05,60,"Drama, Thriller", Released, English,40000000,20278055,AU
Che: Part One,2009-01-10,68,"Drama, History, War", Released, English,30000000,216794294,AU
Untraceable,04-17-2008 ,62,Thriller, Released, English,35000000,52649951,AU
Wolf Creek 2,02-20-2014 ,64,"Horror, Thriller", Released, English,8000000,9630444,AU
The Baytown Outlaws,10-16-2012 ,60,"Action, Comedy, Crime", Released, English,4000000,37470,AU
2036: Nexus Dawn,01-17-2018 ,69,"Science Fiction, Thriller", Released, English,114000000,499328884,AU
Sharkdogâ€™s Fintastic Halloween,10-15-2021 ,45,"Animation, Fantasy, Family", Released, English,114300000,601247525,US
LEGO Jurassic World: The Indominus Escape,2016-03-10,58,"Family, Animation, Comedy", Released, English,170800000,440909537,US
Ghost Town,2009-12-02,65,"Drama, Comedy, Fantasy", Released, English,20000000,29958228,AU
War on Everyone,2016-07-10,57,"Action, Comedy, Mystery", Released, English,187200000,295523878,GB
Romeo Is Bleeding,1994-04-02,62,Crime, Released, English,10000000,3275585,US
Airplane II: The Sequel,04-22-1983 ,61,Comedy, Released, English,20846152,27150534,AU
Bully,06-15-2001 ,67,"Crime, Drama", Released, English,2100000,1381824,US
A History of Violence,02-23-2006 ,72,"Drama, Thriller, Crime", Released, English,32000000,61477797,AU
China Salesman,06-16-2017 ,59,"Action, Thriller", Released, Chinese,70520000,457654822,CN
Lake Placid: The Final Chapter,09-29-2012 ,51,"Horror, Science Fiction", Released, English,142800000,566930144,US
Tommy Boy,1995-08-06,68,Comedy, Released, English,57368000,32648673,AU
How the West Was Won,02-20-1963 ,71,Western, Released, English,15000000,50000000,US
Tokyo Story,05-31-1965 ,82,Drama, Released, Japanese,135800000,936544994,AU
Zatoichi,2004-02-09,73,"Adventure, Drama, Action", Released, Japanese,2500000,34196922,AU
Bambina,09-17-1974 ,45,"Comedy, Drama, Romance", Released, Italian,139500000,862567677,IT
Walk Hard: The Dewey Cox Story,01-24-2008 ,66,"Comedy, Music, Drama", Released, English,35000000,20606053,AU
Crush,2013-09-04,60,Thriller, Released, English,82000000,618157116,US
Scooby-Doo! Meets the Boo Brothers,10-18-1987 ,73,"Animation, Adventure, Comedy, Family, TV Movie, Mystery", Released, English,103200000,844069514,US
Midnight in the Garden of Good and Evil,11-21-1997 ,63,"Crime, Drama, Mystery, Thriller", Released, English,35000000,25078937,US
Taps,12-20-1981 ,68,"War, Drama", Released, English,14000000,35856053,US
Kidnapping Stella,06-29-2019 ,53,Thriller, Released, German,117800000,411789921,DE
The Garden of Sinners: Future Gospel,09-16-2013 ,74,"Animation, Science Fiction", Released, Japanese,56300000,336786306,JP
Eating Out: The Open Weekend,2012-12-07,58,"Comedy, Romance", Released, English,102000000,616295796,US
Caddyshack,08-21-1980 ,66,Comedy, Released, English,6000000,39849764,AU
Zombie Apocalypse,10-29-2011 ,54,"Action, Horror, Science Fiction", Released, English,159600000,459045830,US
The Art of Getting By,06-17-2011 ,66,"Drama, Romance", Released, English,4000000,1989035,US
Blown Away,1994-09-09,61,Action, Released, English,28000000,30156002,AU
Always Be My Maybe,06-13-2019 ,66,"Romance, Comedy", Released, English,66240000,320425005,AU
Turbo Kid,10-30-2015 ,66,"Action, Adventure, Comedy, Science Fiction", Released, English,60000,0,AU
Salmon Fishing in the Yemen,2012-05-04,64,"Drama, Romance, Comedy", Released, English,3485000,34564651,AU
Junglee,03-29-2019 ,67,"Action, Adventure", Released, Hindi,140800000,483308405,IN
Saving Mr. Banks,12-26-2013 ,74,"Comedy, Drama, History", Released, English,35000000,114962525,AU
The Killer,1989-06-07,77,"Action, Crime, Drama, Thriller", Released, Cantonese,40521515,2350174,HK
Inside Deep Throat,2005-11-02,66,"History, Documentary", Released, English,2000000,691880,US
The Pink Panther Strikes Again,1977-02-01,68,"Comedy, Crime", Released, English,6000000,33833201,AU
Belladonna of Sadness,06-30-1973 ,75,"Animation, Drama, Fantasy", Released, Japanese,149600000,621285075,JP
Tornado Valley,2009-01-01,67,"Action, Adventure, Drama, Thriller", Released, English,96400000,718575823,US
The Legion,2020-08-05,61,"Adventure, History, Action", Released, English,127000000,398812950,US
Brief Encounter,11-24-1945 ,78,"Drama, Romance", Released, English,108000000,973912359,AU
The Protector,02-28-2019 ,69,Romance, Released, English,74000000,333098256,US
Much Ado About Nothing,10-21-1993 ,70,"Drama, Comedy, Romance", Released, English,8000000,22549338,AU
Echoes,01-27-2022 ,64,"Thriller, Horror", Released," Spanish, Castilian",51400000,379851763,AR
The Portrait of a Lady,12-24-1996 ,60,"Drama, Romance", Released, English,2084952,3692836,US
Zapped!,07-23-1982 ,53,Comedy, Released, English,97250080,462439605,US
Winnetou 1: Apache Gold,1963-11-12,68,"Western, Adventure", Released, German,137400000,478297686,DE
Asterix & Obelix: God Save Britannia,11-29-2012 ,51,"Family, Adventure, Comedy", Released, French,61000000,61319383,AU
Batman & Mr. Freeze: SubZero,03-17-1998 ,70,"Animation, Action, Crime", Released, English,156000000,530112260,AU
The Princess Switch 3: Romancing the Star,11-18-2021 ,69,"Romance, Comedy", Released, English,143600000,309828687,AU
Beauty and the Beast,1952-01-01,75,"Drama, Fantasy, Romance", Released, French,160000000,1268697483,AU
Beauty and the Beast,1952-01-01,75,"Drama, Fantasy, Romance", Released, French,20000000,438656843,AU
My Girlfriend's Mother,2017-06-07,60,"Romance, Drama", Released, Korean,73000000,544378189,KR
The Bling Ring,2013-08-08,54,"Drama, Crime", Released, English,15000000,19145732,AU
Lost and Delirious,01-21-2001 ,69,"Drama, Romance", Released, English,108200000,405044028,US
A Madea Family Funeral,05-21-2019 ,59,Comedy, Released, English,21690000,46115383,AU
Me and Earl and the Dying Girl,2015-03-09,76,"Drama, Comedy", Released, English,8000000,9266180,AU
Avatar Spirits,06-22-2010 ,81,Documentary, Released, English,172000000,580068064,US
Inland Empire,11-15-2007 ,71,"Fantasy, Mystery, Thriller", Released, English,15000000,4045770,AU
London,04-20-2006 ,59,"Drama, Action, Romance", Released, English,2000000,12667,GB
Lord of the Flies,08-13-1963 ,67,"Thriller, Adventure, Drama", Released, English,250000,230103084,US
The Wicked Wife,2022-02-06,70,"Thriller, Crime, Drama, Mystery", Released, Chinese,105580000,576693973,CN
The Return of the King,1980-11-05,65,"Animation, Fantasy, Adventure", Released, English,116936595,901901931,US
The Emperor of Paris,12-19-2018 ,63,"Drama, Crime, Thriller", Released, French,133000000,514236900,FR
Suffragette,10-30-2015 ,73,"Drama, History", Released, English,14000000,37888043,GB
Battle of the Year,09-25-2013 ,70,"Music, Drama", Released, English,20000000,16723377,AU
The Incredible Hulk Returns,05-22-1988 ,61,"Action, Drama, Adventure, TV Movie", Released, English,154800000,347940786,US
Agora,2009-09-10,70,"Adventure, Drama, History", Released, English,70000000,38992292,US
S. Darko,04-28-2009 ,44,"Thriller, Crime, Science Fiction, Mystery", Released, English,4000000,4100000,US
Hotel Transylvania: Puppy!,07-28-2017 ,65,"Family, Fantasy, Animation, Comedy", Released, English,105800000,328287026,US
The Hills Have Eyes Part II,1985-02-08,45,Horror, Released, English,700000,2264859,US
